hidden_size,batch_size,optimizer,learning_rate,weight_decay,init_range_start,init_range_end,testing_loss_prob,testing_loss_durr,testing_accuracy,number
512,1,Adam,0.01,10,0,1,5.111557854188455,136.27567567567567,0.04864864864864865,324
512,1,SGD,1e-05,1,-0.5,0.5,3.7108561109852145,23.033778512863933,0.032432432432432434,295
512,1,Adam,0.0001,1,-1,1,3.5008535919962704,19.782186949855927,0.0,344
1024,1,Adam,0.01,0,0,1,3.8009462810851433,273.05945945945945,0.05405405405405406,435
1024,1,SGD,0.01,0,0,1,4.8677684964360415,198.92972972972973,0.005405405405405406,375
1024,1,SGD,0.0001,1,-0.5,0.5,3.8089644029333787,53.95840512755755,0.02702702702702703,403
128,1,SGD,0.0001,10,-0.5,0.5,3.6451556573043,43.67920692639356,0.0,46
1024,1,SGD,0.001,0.1,-1,1,4.736127799588281,56.414687366743344,0.1891891891891892,389
2048,1,SGD,0.01,10,-0.5,0.5,3.776389822122213,226.33513513513515,0.016216216216216217,502
256,1,SGD,0.0001,0,-0.5,0.5,3.542035327408765,49.49177682020047,0.032432432432432434,157
512,1,Adam,0.1,0.1,-0.5,0.5,3.4817481108613917,19.611068900181234,0.021621621621621623,304
256,1,Adam,0.1,1,-1,1,3.863729856143127,31.648182682328578,0.043243243243243246,188
1024,1,SGD,0.0001,0.1,0,1,3.199231058842427,71.17297297297297,0.0,402
256,1,Adam,0.01,0.1,-0.5,0.5,3.632236096987853,33.518780327084905,0.07027027027027027,196
1024,1,Adam,0.001,1,-1,1,4.938332468432349,46.15316199225349,0.005405405405405406,452
256,1,Adam,0.0001,0.1,0,1,3.47842370239464,268.1189189189189,0.05945945945945946,222
512,1,Adam,0.01,1,-1,1,3.3209886847315606,17.477934595660585,0.005405405405405406,320
512,1,Adam,0.01,0,-0.5,0.5,3.6995194151594832,18.534342671457576,0.15135135135135136,313
512,1,Adam,0.0001,0.1,0,1,4.607228740163752,330.4756756756757,0.005405405405405406,342
1024,1,Adam,0.01,0,-1,1,3.4439846264349447,47.124267167406714,0.02702702702702703,434
1024,1,SGD,0.01,1,-1,1,3.1793382999059316,135.9515839956902,0.005405405405405406,380
2048,1,SGD,0.1,0.1,-1,1,3.8237604908041054,112.42162162162163,0.016216216216216217,485
256,1,SGD,0.1,0.1,-1,1,3.447699894131841,35.84008780387293,0.016216216216216217,125
128,1,Adam,1e-05,0,0,1,3.228955066204071,50.502702702702706,0.0,111
2048,1,SGD,0.01,10,-1,1,5.386687276814435,256.22162162162164,0.032432432432432434,503
128,1,Adam,0.001,0,-1,1,2.485358916424416,47.95713110922433,0.7081081081081081,86
2048,1,SGD,0.01,0,-0.5,0.5,3.3701697439760774,224.94594594594594,0.005405405405405406,493
512,1,Adam,0.01,10,-1,1,3.2172591873117393,195.24574653731943,0.05945945945945946,323
128,1,Adam,0.0001,0,0,1,3.9872343449979213,231.41667079925537,0.0,99
1024,1,Adam,0.0001,0.1,0,1,3.6848559560002507,41.8,0.06486486486486487,462
128,1,SGD,0.0001,10,0,1,3.483048324971586,69.18378378378378,0.0,48
256,1,SGD,0.001,10,-1,1,3.6472773571272152,24.739958854050162,0.03783783783783784,155
512,1,SGD,0.001,1,-0.5,0.5,5.3712704597292715,21.06735654033318,0.005405405405405406,271
256,1,SGD,1e-05,10,-0.5,0.5,3.8878755769214113,48.05152443175777,0.07567567567567568,178
512,1,SGD,0.01,10,-1,1,5.3355467190613615,189.49869249000471,0.005405405405405406,263
1024,1,Adam,0.1,0.1,-1,1,4.709856886154896,132.28863752178245,0.005405405405405406,425
256,1,Adam,1e-05,0.1,-0.5,0.5,5.19595666833826,28.80972997776258,0.10270270270270271,232
512,1,Adam,0.001,1,-1,1,5.084626873763832,18.247059705730123,0.005405405405405406,332
1024,1,Adam,0.0001,10,0,1,3.0576669348252787,57.68108108108108,0.0,468
256,1,Adam,0.01,10,-0.5,0.5,3.8192939796963254,35.54522135903323,0.04864864864864865,202
256,1,SGD,0.0001,10,-0.5,0.5,3.5143972119769535,36.50556417032298,0.0,166
256,1,SGD,0.1,1,-0.5,0.5,3.7787571153125246,26.530954129002183,0.0,127
1024,1,SGD,0.01,0,-0.5,0.5,2.7018090615401396,63.04864864864865,0.9891891891891892,373
128,1,Adam,0.01,0,-0.5,0.5,3.432792127454603,141.8052056499442,0.08648648648648649,73
256,1,SGD,0.1,0,-0.5,0.5,3.769096615507796,46.108352683593104,0.8810810810810811,121
512,1,Adam,1e-05,0.1,-1,1,3.82244681925387,18.33605801893046,0.15675675675675677,353
1024,1,SGD,0.001,1,-0.5,0.5,4.1850043683438685,42.37837837837838,0.0,391
128,1,SGD,0.0001,0,-0.5,0.5,5.167224635626819,131.74641726140587,0.043243243243243246,37
128,1,Adam,0.001,10,0,1,3.4613113422651547,230.84864864864866,0.08108108108108109,96
512,1,Adam,0.01,0.1,0,1,5.599973110894899,77.15675675675676,0.05405405405405406,318
1024,1,SGD,1e-05,0.1,-1,1,3.479420328462446,59.52208023200164,0.07027027027027027,413
256,1,SGD,0.0001,0,0,1,3.7826664370459477,224.32972972972973,0.0,159
128,1,Adam,0.01,0,0,1,4.030442191459037,49.7027027027027,0.043243243243243246,75
1024,1,Adam,0.001,10,0,1,3.8660402046667564,103.75675675675676,0.010810810810810811,456
128,1,Adam,1e-05,1,0,1,5.301895377120456,192.85658707650933,0.005405405405405406,117
256,1,Adam,0.1,0.1,0,1,3.6556834017908253,257.76216216216216,0.021621621621621623,186
128,1,Adam,0.1,10,0,1,3.1995109819077157,44.64080496736475,0.07027027027027027,72
128,1,SGD,0.001,10,-1,1,3.483156902725632,114.87602147369117,0.05405405405405406,35
256,1,Adam,0.0001,0,-1,1,4.24170641286953,26.105886112318398,0.6216216216216216,218
256,1,Adam,0.001,1,0,1,3.743467251674549,276.1837837837838,0.0,213
1024,1,Adam,0.0001,1,0,1,3.569272806837752,98.2,0.05945945945945946,465
1024,1,Adam,1e-05,0.1,-0.5,0.5,4.6232901502299955,48.611471409411045,0.22702702702702704,472
512,1,SGD,0.001,1,0,1,3.8301909111641548,40.924324324324324,0.0,273
512,1,Adam,0.0001,0.1,-0.5,0.5,3.5825249111330186,17.26077877401475,0.07027027027027027,340
128,1,Adam,1e-05,10,0,1,3.6582388172278533,297.0108108108108,0.016216216216216217,120
256,1,Adam,0.1,1,0,1,4.022539757393502,225.43243243243242,0.03783783783783784,189
256,1,Adam,0.01,10,0,1,3.4844499240050446,39.648648648648646,0.010810810810810811,204
128,1,SGD,0.01,1,0,1,3.2177093699171735,135.96987645690507,0.010810810810810811,21
128,1,SGD,0.001,1,-1,1,4.223862860653852,69.74846322409607,0.0,32
512,1,Adam,0.001,1,-0.5,0.5,3.4380472647177207,21.383892898202397,0.032432432432432434,331
512,1,Adam,0.1,10,-1,1,4.054305253157745,16.29119112167155,0.11891891891891893,311
1024,1,Adam,0.0001,0,0,1,4.949139669456997,54.21621621621622,0.005405405405405406,459
256,1,Adam,0.001,0.1,-0.5,0.5,4.03478743772249,25.495152358148196,0.02702702702702703,208
1024,1,Adam,1e-05,0.1,-1,1,4.468994068455052,113.21621621621621,0.2,473
256,1,Adam,0.001,1,-1,1,3.2576855856019096,41.34681208605903,0.0,212
128,1,SGD,0.0001,0,-1,1,3.276737662908193,42.15145936297454,0.04864864864864865,38
128,1,SGD,0.1,1,-1,1,4.22927473783493,53.73214560530677,0.07027027027027027,8
128,1,Adam,0.1,0,-0.5,0.5,4.906350066210773,103.27376239368701,0.032432432432432434,61
1024,1,SGD,0.1,0,0,1,3.1128436616949133,48.82702702702703,0.0,363
512,1,SGD,0.001,0.1,-1,1,3.596153138457118,191.2498876386536,0.14054054054054055,269
512,1,SGD,0.001,0,0,1,3.8273272569115098,157.56756756756758,0.0,267
1024,1,Adam,0.0001,1,-0.5,0.5,3.588701052279086,50.350685078388935,0.05405405405405406,463
512,1,Adam,0.0001,0.1,-1,1,3.3884481491269294,13.204626644216162,0.07027027027027027,341
1024,1,SGD,1e-05,0.1,-0.5,0.5,3.6907235200340685,51.38425902324553,0.05405405405405406,412
512,1,Adam,0.1,1,-1,1,4.37485700652406,20.07942455786491,0.13513513513513514,308
256,1,Adam,0.001,10,-1,1,3.6902488218771445,27.08857133396574,0.010810810810810811,215
256,1,Adam,0.01,1,0,1,3.496024853474385,340.6054054054054,0.0,201
512,1,Adam,1e-05,0.1,0,1,3.3012872808688396,64.3945945945946,0.0,354
1024,1,SGD,0.01,1,0,1,3.280216191266034,123.42162162162163,0.010810810810810811,381
256,1,Adam,0.0001,10,0,1,3.735798799025046,218.3945945945946,0.0,228
128,1,Adam,0.1,10,-0.5,0.5,5.208569240247881,38.373214791433234,0.010810810810810811,70
128,1,SGD,0.1,1,-0.5,0.5,3.4221450029192746,153.87997947447002,0.010810810810810811,7
512,1,Adam,0.001,10,-0.5,0.5,4.536386693168331,21.375673427174775,0.005405405405405406,334
1024,1,Adam,0.0001,10,-0.5,0.5,3.7463822000735516,64.62647590991612,0.005405405405405406,466
1024,1,SGD,0.1,0.1,-1,1,3.979095123909615,53.14749599147488,0.08108108108108109,365
256,1,Adam,0.01,0,-0.5,0.5,3.8491000365566563,24.39069365410581,0.05405405405405406,193
1024,1,SGD,0.001,0,0,1,3.588750816358102,279.9891891891892,0.0,387
1024,1,Adam,0.1,0,-1,1,4.8259398186529,223.71168345567344,0.17297297297297298,422
1024,1,Adam,0.0001,10,-1,1,3.903371388525576,113.27618329976056,0.005405405405405406,467
1024,1,SGD,0.1,1,-1,1,3.680885189288371,70.45945945945945,0.05405405405405406,368
128,1,Adam,1e-05,0,-0.5,0.5,3.5131839082047747,114.91365565594232,0.005405405405405406,109
1024,1,SGD,1e-05,1,0,1,3.319013211856017,42.891891891891895,0.0,417
2048,1,SGD,0.01,1,-0.5,0.5,3.8273143401017062,46.63243243243243,0.0,499
128,1,Adam,1e-05,0,-1,1,3.9856545006906665,96.97931709589588,0.08108108108108109,110
128,1,Adam,0.001,1,-0.5,0.5,3.7061735507604237,45.20665607723373,0.0,91
512,1,SGD,0.1,1,0,1,3.9492644732062883,99.75675675675676,0.016216216216216217,249
512,1,SGD,0.0001,0.1,0,1,3.473638880252838,48.20540540540541,0.0,282
512,1,SGD,0.1,0.1,-1,1,3.2394009793126903,15.349284887637765,0.010810810810810811,245
128,1,SGD,0.01,10,0,1,3.7891386489610412,21.053771864401327,0.010810810810810811,24
1024,1,SGD,0.001,0,-0.5,0.5,2.9314704179763793,38.97565661475465,0.6216216216216216,385
256,1,SGD,0.01,10,-1,1,5.365325717668275,26.255936642485814,0.07027027027027027,143
256,1,SGD,0.01,10,0,1,4.791770419236776,140.75675675675674,0.010810810810810811,144
2048,1,SGD,0.01,0.1,-1,1,3.9027167465235735,227.6810810810811,0.2594594594594595,497
512,1,Adam,0.0001,0,0,1,3.90136606789924,244.48648648648648,0.0,339
512,1,Adam,0.01,0.1,-0.5,0.5,3.1776097478093326,23.393818892921146,0.10270270270270271,316
512,1,SGD,0.001,10,-0.5,0.5,4.872175029806189,16.65562772655205,0.005405405405405406,274
128,1,Adam,0.0001,1,-0.5,0.5,3.757465043583432,128.15200748437437,0.05405405405405406,103
512,1,SGD,0.1,0,-1,1,2.67255397616206,17.055410860388264,0.6486486486486487,242
1024,1,Adam,1e-05,0,-1,1,2.529131401229549,88.97448065474227,0.7027027027027027,470
128,1,Adam,0.001,10,-0.5,0.5,5.1100206806853015,56.240081110296494,0.005405405405405406,94
128,1,SGD,0.001,0,-0.5,0.5,3.2981823070629224,35.32885692803035,0.04864864864864865,25
512,1,SGD,0.001,1,-1,1,3.318293511545336,23.28301630294976,0.0,272
128,1,SGD,0.01,0,-0.5,0.5,3.904267307874319,32.76631725778429,0.3081081081081081,13
128,1,SGD,0.001,0.1,-1,1,3.8913863771670574,36.43814950308989,0.032432432432432434,29
128,1,Adam,1e-05,10,-1,1,5.273715116848817,31.424664092933558,0.010810810810810811,119
128,1,SGD,0.0001,1,-1,1,3.403626059197091,93.90757570747866,0.0,44
128,1,SGD,0.0001,1,0,1,4.3840861971313885,325.8744898248363,0.0,45
128,1,Adam,0.1,0,-1,1,5.349636958740853,76.51420731087391,0.032432432432432434,62
256,1,Adam,0.0001,0,0,1,3.8854826901410076,272.2162162162162,0.0,219
256,1,SGD,0.01,0,0,1,3.678057667371389,48.637837837837836,0.0,135
128,1,Adam,0.01,0.1,-0.5,0.5,5.084900650462589,97.17627851387888,0.032432432432432434,76
256,1,SGD,0.01,0.1,0,1,3.550220157649066,309.65405405405403,0.0,138
512,1,Adam,0.001,10,-1,1,4.834055648623286,15.605458737009384,0.010810810810810811,335
512,1,Adam,1e-05,0,-0.5,0.5,3.4243116949055645,23.67803553346217,0.3081081081081081,349
1024,1,SGD,0.1,10,0,1,5.2172165142523275,107.07027027027027,0.005405405405405406,372
1024,1,SGD,0.001,1,0,1,3.8272281282656904,107.18378378378378,0.0,393
256,1,SGD,0.01,0,-1,1,3.456293243330878,22.964149132532672,0.7405405405405405,134
128,1,Adam,0.0001,0.1,-1,1,4.320192528415371,106.60348428332725,0.07567567567567568,101
256,1,Adam,0.01,0.1,-1,1,3.4194859694790196,20.604923664335463,0.016216216216216217,197
512,1,SGD,0.1,10,0,1,3.909004085772746,51.043243243243246,0.08108108108108109,252
128,1,SGD,0.01,0,0,1,3.548790633356249,60.935135135135134,0.0,15
1024,1,Adam,0.01,0.1,-1,1,3.4030765533447265,114.40633481128796,0.005405405405405406,437
1024,1,Adam,0.1,0.1,0,1,3.6941863014891343,271.5189189189189,0.016216216216216217,426
256,1,Adam,1e-05,0,0,1,3.4132576423722343,44.037837837837834,0.04864864864864865,231
1024,1,SGD,0.01,1,-0.5,0.5,3.395394708981385,48.683504105580816,0.0,379
1024,1,SGD,0.0001,1,0,1,3.3026381035108825,267.13513513513516,0.0,405
512,1,SGD,0.0001,0.1,-0.5,0.5,3.5289134927698083,24.050637658132946,0.08108108108108109,280
512,1,Adam,0.01,1,0,1,3.8044193209828556,372.15675675675675,0.05945945945945946,321
1024,1,Adam,0.01,1,-0.5,0.5,5.115194052618903,154.9035555452914,0.010810810810810811,439
1024,1,Adam,0.1,0.1,-0.5,0.5,5.0892674616865206,68.27935411607896,0.021621621621621623,424
512,1,SGD,0.0001,10,-1,1,3.702113054894112,14.703823135520027,0.0,287
1024,1,SGD,0.001,10,-1,1,3.953339407250688,54.85030339138482,0.010810810810810811,395
1024,1,SGD,0.0001,1,-1,1,3.391665341403033,64.7207502829062,0.032432432432432434,404
1024,1,SGD,0.1,1,-0.5,0.5,3.4928618215225837,137.9552534721993,0.005405405405405406,367
512,1,SGD,0.0001,0,-1,1,3.7602522208883955,192.70393075775394,0.0918918918918919,278
256,1,SGD,0.001,0.1,-1,1,3.346973172716192,48.67666202460587,0.03783783783783784,149
128,1,SGD,0.1,0.1,-1,1,3.537338665047207,61.12296499323392,0.010810810810810811,5
256,1,Adam,0.01,0,0,1,3.6799722529746393,42.972972972972975,0.11351351351351352,195
512,1,SGD,0.1,0.1,-0.5,0.5,3.8606206214105763,17.153100579136957,0.0,244
256,1,SGD,1e-05,0,-0.5,0.5,3.082636007747135,28.865440056057697,0.032432432432432434,169
2048,1,SGD,0.1,0,-1,1,2.5987574113381875,243.07027027027027,0.032432432432432434,482
1024,1,SGD,1e-05,10,-1,1,3.5767588873167298,54.17356744714685,0.021621621621621623,419
512,1,Adam,0.1,0.1,-1,1,4.21196294249715,15.117631111784549,0.005405405405405406,305
1024,1,SGD,0.1,0.1,0,1,3.5787212874438312,229.2216216216216,0.07567567567567568,366
128,1,SGD,1e-05,10,-1,1,3.776482186768506,85.50549373656662,0.04864864864864865,59
256,1,SGD,0.1,10,-0.5,0.5,3.022396943375871,29.183851407490973,0.06486486486486487,130
256,1,SGD,0.0001,1,-1,1,3.3597732373186058,25.50144762541356,0.021621621621621623,164
128,1,Adam,0.01,10,-1,1,4.8981398550239765,134.51034076245048,0.016216216216216217,83
512,1,Adam,0.01,0,0,1,4.626596991113714,266.6972972972973,0.043243243243243246,315
128,1,SGD,0.01,1,-1,1,3.1967520033991015,43.152744631894635,0.005405405405405406,20
256,1,Adam,0.1,1,-0.5,0.5,3.319947752437076,38.601007490859345,0.04864864864864865,187
512,1,SGD,0.1,0,-0.5,0.5,2.8138555968129957,14.21480383814086,0.43243243243243246,241
256,1,SGD,0.0001,1,-0.5,0.5,3.4763091013238236,49.45646865225422,0.03783783783783784,163
256,1,Adam,0.1,10,-0.5,0.5,5.1878805759790785,20.941383494178886,0.021621621621621623,190
256,1,SGD,1e-05,1,-0.5,0.5,3.707925851280625,27.346157853061182,0.02702702702702703,175
128,1,Adam,1e-05,0.1,0,1,5.1514770301612645,216.21621621621622,0.005405405405405406,114
512,1,Adam,1e-05,1,-0.5,0.5,3.6990926639453785,16.57360162932577,0.016216216216216217,355
512,1,SGD,1e-05,0.1,-0.5,0.5,3.6563169965872895,22.301965980446855,0.05945945945945946,292
256,1,Adam,0.001,10,0,1,4.010538077032244,183.82702702702701,0.010810810810810811,216
1024,1,SGD,0.001,0.1,0,1,3.805427733949713,224.91351351351352,0.0,390
128,1,SGD,0.1,1,0,1,3.848220284565075,46.04491359929781,0.010810810810810811,9
128,1,Adam,1e-05,1,-1,1,3.538057225459331,46.56297941077721,0.010810810810810811,116
1024,1,Adam,0.1,0,0,1,3.6942180849410393,70.19459459459459,0.05945945945945946,423
128,1,SGD,1e-05,10,-0.5,0.5,3.6466712925885174,46.15685753187517,0.016216216216216217,58
512,1,Adam,0.0001,1,0,1,4.0349179686726755,199.5027027027027,0.021621621621621623,345
2048,1,SGD,0.01,0,-1,1,3.543655698041658,37.42162162162162,0.005405405405405406,494
512,1,SGD,1e-05,10,0,1,5.288573078851442,96.82162162162162,0.05945945945945946,300
256,1,SGD,0.001,0,0,1,4.005991321963233,92.7081081081081,0.0,147
256,1,SGD,0.001,1,0,1,3.125482108141925,102.8108108108108,0.0,153
128,1,SGD,0.0001,0,0,1,3.5160127046945933,387.71351351351353,0.0,39
512,1,Adam,0.01,0.1,-1,1,5.619470330186792,13.349248421371511,0.0918918918918919,317
256,1,SGD,0.0001,0.1,0,1,3.262764030533868,349.2162162162162,0.0,162
256,1,Adam,1e-05,10,-1,1,3.9648854336223085,31.69181672434348,0.0,239
128,1,Adam,0.1,10,-1,1,4.098599299869022,76.24419287553363,0.016216216216216217,71
256,1,Adam,0.0001,10,-0.5,0.5,3.426733892028396,34.150882864331926,0.0,226
512,1,SGD,0.01,0,-1,1,2.236831199800646,18.283138171730368,0.9513513513513514,254
1024,1,Adam,1e-05,1,-0.5,0.5,3.29901395810617,87.74548669763513,0.005405405405405406,475
1024,1,SGD,0.001,1,-1,1,5.215721503463952,58.79161010175138,0.005405405405405406,392
1024,1,Adam,0.01,0.1,0,1,5.407826529322444,137.2054054054054,0.010810810810810811,438
512,1,Adam,1e-05,10,-1,1,4.068312899486439,16.36335753927989,0.07567567567567568,359
1024,1,SGD,0.001,0,-1,1,2.624789232821078,67.97053443161217,0.6378378378378379,386
128,1,Adam,0.001,0.1,0,1,4.072812959632358,221.74054054054054,0.032432432432432434,90
512,1,Adam,0.1,10,-0.5,0.5,3.7010539232073603,18.117209224937785,0.05945945945945946,310
1024,1,SGD,1e-05,0.1,0,1,3.2261012702374843,53.77837837837838,0.0,414
1024,1,Adam,0.1,10,-1,1,3.9081866699296075,48.74594594594595,0.04864864864864865,431
1024,1,Adam,0.1,1,-1,1,3.6851771296681584,50.285066511824326,0.010810810810810811,428
256,1,Adam,0.1,10,0,1,3.666714527155902,50.21621621621622,0.016216216216216217,192
256,1,Adam,1e-05,0.1,0,1,4.710079898060979,155.25945945945946,0.005405405405405406,234
256,1,Adam,0.01,10,-1,1,3.2655671793061334,25.789369495008202,0.005405405405405406,203
128,1,Adam,0.0001,0,-1,1,3.2772535008353154,65.05225892246676,0.2648648648648649,98
1024,1,Adam,0.001,0,-0.5,0.5,2.6229395260681976,81.31891891891892,0.8702702702702703,445
256,1,Adam,0.01,0,-1,1,5.056089643529943,18.454633199285112,0.03783783783783784,194
2048,1,SGD,0.1,10,-0.5,0.5,3.5210578357851183,247.91351351351352,0.032432432432432434,490
256,1,Adam,0.0001,10,-1,1,3.0955928705834053,29.388058040713986,0.0,227
256,1,Adam,1e-05,0,-1,1,3.5969535859855446,26.390580386069377,0.0972972972972973,230
1024,1,Adam,0.01,10,-1,1,3.1892354742900744,65.0852639836234,0.021621621621621623,443
128,1,Adam,0.0001,0,-0.5,0.5,4.549800862814929,115.77003885053989,0.0918918918918919,97
128,1,SGD,1e-05,0.1,0,1,3.556543157873927,153.46939021203718,0.10810810810810811,54
256,1,SGD,1e-05,0.1,-1,1,4.215874428684647,23.939953744733657,0.005405405405405406,173
128,1,Adam,0.01,1,-1,1,3.793777488373421,34.36773930305766,0.016216216216216217,80
512,1,SGD,0.01,1,-1,1,4.7893829133059524,18.143265650642885,0.005405405405405406,260
512,1,Adam,0.1,1,0,1,4.451109621331498,97.58918918918918,0.016216216216216217,309
256,1,Adam,0.1,0,-1,1,3.5015874450271194,31.86609590204069,0.0918918918918919,182
256,1,Adam,1e-05,10,0,1,3.4838133467210306,113.6108108108108,0.010810810810810811,240
256,1,SGD,1e-05,0.1,-0.5,0.5,3.669716495436591,20.381236499089848,0.032432432432432434,172
512,1,SGD,1e-05,0,0,1,5.107988556011303,327.63243243243244,0.04864864864864865,291
256,1,SGD,0.01,0,-0.5,0.5,2.968696433789021,26.511589248991584,0.6648648648648648,133
128,1,Adam,1e-05,0.1,-1,1,5.754768801379848,86.76606371211693,0.06486486486486487,113
128,1,Adam,0.01,0,-1,1,5.240993525208654,39.639856486018694,0.0918918918918919,74
256,1,SGD,0.01,1,-0.5,0.5,4.891798893181053,28.26280511003019,0.005405405405405406,139
512,1,SGD,0.0001,10,0,1,5.47159403659202,132.0810810810811,0.005405405405405406,288
256,1,SGD,0.0001,10,0,1,5.394180060077358,68.85405405405406,0.005405405405405406,168
512,1,SGD,1e-05,10,-1,1,3.5087530010455366,193.98433843688485,0.032432432432432434,299
256,1,SGD,0.001,0.1,-0.5,0.5,4.638739372588493,24.650282442603714,0.06486486486486487,148
512,1,SGD,1e-05,10,-0.5,0.5,3.5455138280585006,25.985606801257518,0.032432432432432434,298
256,1,SGD,0.001,1,-1,1,4.777972660193572,22.465191737512075,0.005405405405405406,152
512,1,Adam,0.001,1,0,1,5.234456230498649,45.42702702702703,0.010810810810810811,333
256,1,Adam,0.1,0,0,1,3.634547911785744,153.57297297297296,0.0972972972972973,183
512,1,SGD,0.001,0.1,0,1,4.7719318969829665,119.6,0.005405405405405406,270
512,1,SGD,0.0001,0,0,1,3.4418600997409303,38.924324324324324,0.0,279
256,1,Adam,0.001,0,-0.5,0.5,3.98773686853615,33.640502525221656,0.9243243243243243,205
512,1,SGD,0.001,0,-1,1,3.4839542878640666,20.741695990100048,0.2648648648648649,266
2048,1,SGD,0.01,1,0,1,3.329468013144828,105.86486486486487,0.005405405405405406,501
512,1,SGD,0.0001,10,-0.5,0.5,3.675698387622833,16.161991962956616,0.0,286
128,1,SGD,1e-05,0,-0.5,0.5,4.960879082615311,68.08173810221896,0.02702702702702703,49
128,1,Adam,0.1,1,-1,1,3.795890103159724,76.57743089205485,0.010810810810810811,68
512,1,SGD,0.01,0.1,-1,1,3.9246717994277542,24.076067038887256,0.08648648648648649,257
1024,1,Adam,0.1,1,-0.5,0.5,3.287580788779903,88.24266794565561,0.08108108108108109,427
1024,1,Adam,1e-05,0.1,0,1,5.15125375535037,100.68648648648649,0.005405405405405406,474
256,1,SGD,0.001,0.1,0,1,4.6399347814353735,216.11891891891892,0.005405405405405406,150
1024,1,Adam,0.001,1,0,1,3.9350694888346904,219.52972972972972,0.06486486486486487,453
